26.0,1.0,21.0,5.0,150.0,26.0,0.0,40.0,2.0,1.0,>50K
35.0,1.0,19.0,1.0,9130.0,17.0,1.0,55.0,1.0,8.0,>50K
19.0,2.0,19.0,5.0,4540.0,17.0,17.0,12.0,2.0,1.0,<=50K
60.0,1.0,19.0,1.0,9645.0,17.0,0.0,40.0,1.0,1.0,<=50K
33.0,1.0,18.0,1.0,4700.0,26.0,1.0,55.0,1.0,1.0,>50K
71.0,1.0,16.0,1.0,4810.0,17.0,0.0,50.0,1.0,1.0,>50K
53.0,5.0,22.0,1.0,3245.0,17.0,0.0,40.0,1.0,1.0,>50K
36.0,1.0,16.0,3.0,350.0,17.0,0.0,28.0,2.0,1.0,>50K
26.0,1.0,21.0,5.0,4810.0,17.0,2.0,40.0,2.0,1.0,>50K
49.0,1.0,19.0,1.0,850.0,17.0,0.0,38.0,2.0,1.0,>50K
64.0,1.0,18.0,1.0,5740.0,6.0,0.0,24.0,2.0,1.0,<=50K
36.0,1.0,22.0,1.0,110.0,17.0,0.0,40.0,2.0,2.0,>50K
61.0,1.0,21.0,1.0,3255.0,29.0,1.0,45.0,2.0,1.0,>50K
52.0,1.0,19.0,1.0,4760.0,17.0,0.0,40.0,2.0,1.0,<=50K
40.0,1.0,24.0,1.0,4710.0,301.0,1.0,65.0,1.0,1.0,>50K
40.0,5.0,19.0,1.0,5550.0,17.0,1.0,30.0,2.0,1.0,<=50K
39.0,3.0,21.0,1.0,5000.0,128.0,1.0,1.0,2.0,1.0,<=50K
54.0,1.0,20.0,1.0,8140.0,303.0,0.0,40.0,2.0,1.0,<=50K
43.0,1.0,22.0,5.0,4600.0,17.0,0.0,40.0,2.0,1.0,>50K
40.0,1.0,17.0,3.0,7720.0,17.0,13.0,40.0,1.0,1.0,<=50K
54.0,1.0,22.0,1.0,2310.0,55.0,1.0,40.0,2.0,1.0,<=50K
79.0,6.0,17.0,1.0,4230.0,28.0,0.0,7.0,2.0,2.0,<=50K
54.0,1.0,16.0,1.0,9130.0,17.0,1.0,50.0,1.0,1.0,<=50K
72.0,6.0,16.0,1.0,7240.0,17.0,1.0,50.0,1.0,1.0,<=50K
52.0,1.0,19.0,1.0,9122.0,17.0,10.0,40.0,1.0,2.0,<=50K
38.0,2.0,22.0,5.0,2545.0,207.0,0.0,20.0,2.0,6.0,<=50K
67.0,6.0,18.0,1.0,4510.0,17.0,1.0,16.0,2.0,1.0,<=50K
70.0,3.0,19.0,2.0,5940.0,17.0,0.0,10.0,2.0,1.0,<=50K
29.0,1.0,16.0,5.0,5610.0,26.0,2.0,35.0,1.0,1.0,<=50K
53.0,1.0,21.0,1.0,1010.0,17.0,0.0,40.0,2.0,1.0,>50K
31.0,1.0,19.0,5.0,5522.0,17.0,2.0,32.0,2.0,1.0,<=50K
33.0,1.0,19.0,1.0,5110.0,29.0,1.0,40.0,2.0,1.0,<=50K
23.0,1.0,21.0,5.0,4110.0,17.0,2.0,40.0,2.0,1.0,<=50K
59.0,2.0,18.0,1.0,5740.0,17.0,1.0,38.0,2.0,1.0,<=50K
28.0,1.0,21.0,1.0,5740.0,6.0,0.0,40.0,2.0,1.0,<=50K
46.0,1.0,21.0,1.0,9130.0,414.0,1.0,20.0,2.0,1.0,<=50K
40.0,1.0,22.0,1.0,4710.0,26.0,0.0,50.0,1.0,1.0,>50K
23.0,1.0,16.0,1.0,6230.0,17.0,0.0,49.0,1.0,1.0,>50K
61.0,1.0,21.0,1.0,8740.0,36.0,0.0,37.0,1.0,1.0,>50K
33.0,1.0,19.0,4.0,4720.0,6.0,5.0,25.0,2.0,1.0,<=50K
54.0,1.0,18.0,1.0,9645.0,17.0,1.0,40.0,1.0,1.0,<=50K
61.0,2.0,16.0,1.0,3500.0,17.0,1.0,35.0,2.0,1.0,<=50K
55.0,1.0,21.0,1.0,310.0,6.0,1.0,70.0,2.0,1.0,>50K
47.0,1.0,20.0,3.0,3603.0,128.0,0.0,36.0,2.0,1.0,>50K
58.0,1.0,21.0,1.0,5150.0,51.0,0.0,40.0,1.0,1.0,>50K
27.0,1.0,16.0,5.0,6410.0,163.0,2.0,25.0,1.0,1.0,<=50K
57.0,1.0,18.0,1.0,8990.0,210.0,6.0,60.0,1.0,9.0,<=50K
29.0,1.0,16.0,5.0,8225.0,17.0,0.0,40.0,1.0,1.0,>50K
73.0,1.0,16.0,1.0,9130.0,17.0,0.0,40.0,1.0,1.0,<=50K
72.0,2.0,19.0,1.0,3258.0,28.0,1.0,18.0,2.0,2.0,>50K
42.0,6.0,24.0,1.0,1821.0,55.0,0.0,25.0,2.0,1.0,>50K
48.0,1.0,21.0,1.0,630.0,55.0,0.0,50.0,2.0,1.0,<=50K
47.0,5.0,16.0,5.0,9122.0,18.0,0.0,40.0,1.0,2.0,>50K
47.0,2.0,22.0,1.0,2205.0,18.0,0.0,45.0,1.0,1.0,>50K
26.0,1.0,21.0,1.0,3255.0,17.0,1.0,36.0,2.0,1.0,>50K
27.0,1.0,19.0,1.0,9050.0,17.0,1.0,30.0,2.0,1.0,<=50K
83.0,6.0,16.0,1.0,4920.0,17.0,1.0,25.0,2.0,1.0,>50K
40.0,1.0,21.0,1.0,3160.0,17.0,0.0,30.0,2.0,1.0,>50K
21.0,1.0,18.0,4.0,5240.0,6.0,0.0,40.0,2.0,8.0,<=50K
40.0,2.0,16.0,3.0,5400.0,17.0,2.0,40.0,1.0,1.0,<=50K
31.0,7.0,20.0,1.0,4700.0,17.0,0.0,30.0,1.0,1.0,<=50K
46.0,1.0,22.0,1.0,5860.0,233.0,1.0,30.0,2.0,6.0,>50K
46.0,1.0,16.0,1.0,7320.0,17.0,1.0,50.0,1.0,1.0,>50K
37.0,1.0,12.0,4.0,4760.0,303.0,0.0,30.0,2.0,8.0,<=50K
23.0,1.0,14.0,5.0,7750.0,17.0,10.0,40.0,1.0,1.0,<=50K
48.0,1.0,18.0,1.0,9130.0,17.0,1.0,55.0,1.0,1.0,<=50K
36.0,1.0,22.0,1.0,2002.0,163.0,0.0,40.0,2.0,1.0,<=50K
24.0,1.0,19.0,5.0,6355.0,17.0,13.0,40.0,1.0,1.0,<=50K
63.0,1.0,22.0,1.0,1910.0,17.0,0.0,42.0,1.0,1.0,>50K
41.0,7.0,21.0,1.0,9142.0,128.0,1.0,40.0,1.0,1.0,<=50K
21.0,1.0,19.0,5.0,2850.0,17.0,17.0,9.0,2.0,1.0,<=50K
56.0,1.0,21.0,1.0,440.0,17.0,0.0,50.0,1.0,1.0,>50K
44.0,2.0,22.0,1.0,110.0,39.0,0.0,40.0,2.0,2.0,>50K
33.0,1.0,13.0,1.0,20.0,17.0,1.0,40.0,2.0,1.0,<=50K
60.0,1.0,16.0,1.0,6330.0,17.0,0.0,40.0,1.0,2.0,<=50K
17.0,1.0,16.0,5.0,5860.0,17.0,4.0,15.0,2.0,1.0,<=50K
26.0,2.0,21.0,5.0,440.0,17.0,12.0,40.0,2.0,9.0,>50K
30.0,1.0,23.0,5.0,3090.0,27.0,0.0,60.0,2.0,6.0,>50K
51.0,1.0,16.0,1.0,7315.0,128.0,0.0,45.0,1.0,1.0,>50K
40.0,1.0,22.0,5.0,4710.0,19.0,12.0,50.0,2.0,1.0,>50K
45.0,1.0,20.0,1.0,3545.0,421.0,1.0,40.0,2.0,2.0,<=50K
58.0,3.0,16.0,1.0,3655.0,303.0,0.0,40.0,1.0,8.0,<=50K
30.0,1.0,16.0,1.0,4251.0,303.0,1.0,35.0,1.0,8.0,<=50K
59.0,1.0,19.0,1.0,4850.0,17.0,1.0,45.0,1.0,1.0,<=50K
61.0,4.0,22.0,1.0,2310.0,17.0,1.0,39.0,2.0,1.0,>50K
49.0,3.0,20.0,3.0,565.0,17.0,0.0,40.0,2.0,1.0,>50K
26.0,2.0,21.0,5.0,2205.0,6.0,0.0,50.0,1.0,1.0,<=50K
33.0,3.0,20.0,5.0,3630.0,55.0,0.0,15.0,2.0,1.0,<=50K
60.0,1.0,18.0,3.0,9130.0,17.0,0.0,38.0,1.0,1.0,<=50K
61.0,1.0,21.0,1.0,5860.0,231.0,0.0,40.0,1.0,6.0,<=50K
60.0,1.0,16.0,1.0,4140.0,17.0,1.0,15.0,2.0,1.0,<=50K
64.0,2.0,23.0,1.0,9122.0,17.0,0.0,25.0,1.0,1.0,>50K
51.0,4.0,22.0,1.0,8830.0,17.0,1.0,40.0,1.0,1.0,>50K
54.0,2.0,24.0,1.0,2205.0,217.0,0.0,50.0,1.0,6.0,>50K
58.0,1.0,21.0,1.0,1530.0,17.0,1.0,40.0,1.0,1.0,<=50K
22.0,2.0,21.0,5.0,2350.0,17.0,2.0,10.0,2.0,1.0,<=50K
58.0,1.0,22.0,1.0,440.0,17.0,1.0,50.0,1.0,1.0,>50K
45.0,1.0,22.0,1.0,1021.0,207.0,0.0,40.0,2.0,6.0,>50K
48.0,1.0,22.0,4.0,5840.0,42.0,0.0,40.0,1.0,1.0,>50K
38.0,1.0,21.0,5.0,120.0,17.0,0.0,45.0,1.0,1.0,>50K
